trace_file,num_of_steps,success,done,total_reward,error,early_stop,total_prompt_token,total_in_token_accumulated,total_in_token_message_accumulated,total_out_token_accumulated,total_history_token,total_hint_prompt_token,total_hint_completion_token,expert_difficulty,category
fixed_304.json,4,0,1,0.0,0,1,554,2372,2372,49,956,,,4.473,beauty
fixed_305.json,4,1,1,1.0,0,1,554,2491,2491,51,1029,,,4.473,electronics
fixed_306.json,4,1,1,1.0,0,1,554,2361,2361,47,955,,,4.473,food
fixed_307.json,5,1,1,1.0,0,1,554,3261,3261,65,954,,,6.073,fashion
fixed_308.json,5,1,1,1.0,0,1,554,3592,3592,67,1137,,,6.073,fashion
fixed_309.json,4,1,1,1.0,0,1,554,2337,2337,54,926,,,4.473,beauty
fixed_310.json,4,1,1,1.0,0,1,554,2396,2396,51,964,,,4.473,beauty
fixed_311.json,6,1,1,1.0,0,1,554,4732,4732,91,1149,,,7.673,food
fixed_312.json,6,0,1,0.8,0,1,554,4616,4616,86,1101,,,7.673,electronics
fixed_313.json,6,1,1,1.0,0,1,554,4668,4668,94,1129,,,7.673,beauty
fixed_314.json,7,1,1,1.0,1,1,554,5638,5638,92,1103,,,9.273,furniture
fixed_315.json,5,1,1,1.0,0,1,554,3144,3144,67,925,,,6.073,fashion
fixed_316.json,4,0,1,0.6666666666666666,0,1,554,2376,2376,52,955,,,4.473,electronics
fixed_317.json,5,1,1,1.0,0,1,554,3620,3620,73,1092,,,6.073,electronics
fixed_318.json,4,0,1,0.05,0,1,554,2376,2376,52,955,,,4.473,food
fixed_319.json,4,0,1,0.3333333333333333,0,1,554,2539,2539,50,1046,,,4.473,electronics
fixed_320.json,4,1,1,1.0,0,1,554,2537,2537,61,1029,,,4.473,beauty
fixed_321.json,6,1,1,1.0,0,1,554,4582,4582,95,1085,,,7.673,food
fixed_322.json,6,1,1,1.0,0,1,554,4113,4113,79,953,,,7.673,fashion
fixed_323.json,6,0,1,0.75,0,1,554,4287,4287,75,999,,,7.673,fashion
fixed_324.json,15,0,0,0.0,1,0,554,29708,29708,280,3474,,,16.873,electronics
fixed_325.json,5,1,1,1.0,0,1,554,3694,3694,80,1169,,,6.073,food
fixed_326.json,4,0,1,0.3333333333333333,0,1,554,2307,2307,52,915,,,4.473,electronics
fixed_327.json,6,0,1,0.8333333333333334,0,1,554,4337,4337,82,1015,,,7.673,fashion
fixed_328.json,5,0,1,0.3333333333333333,0,1,554,3410,3410,73,1016,,,6.073,furniture
fixed_329.json,4,0,1,0.75,0,1,554,2268,2268,48,912,,,4.473,beauty
fixed_330.json,6,1,1,1.0,1,1,554,4453,4453,87,1049,,,7.673,electronics
fixed_331.json,13,0,1,0.5,1,1,554,17937,17937,286,2148,,,18.873,furniture
fixed_332.json,4,1,1,1.0,0,1,554,2341,2341,50,935,,,4.473,food
fixed_333.json,7,1,1,1.0,1,1,554,5608,5608,109,1170,,,10.073,beauty
fixed_334.json,5,0,1,0.6666666666666666,0,1,554,3565,3565,78,1070,,,6.073,furniture
fixed_335.json,4,1,1,1.0,0,1,554,2292,2292,47,918,,,4.473,electronics
fixed_336.json,15,0,0,0.0,1,0,554,17711,17711,525,1601,,,8.273,furniture
fixed_337.json,5,0,1,0.6,0,1,554,3398,3398,65,1002,,,6.073,beauty
fixed_338.json,5,0,1,0.8,0,1,554,3916,3916,69,1264,,,6.073,food
fixed_339.json,6,1,1,1.0,0,1,554,4558,4558,81,1098,,,7.673,fashion
fixed_340.json,11,0,1,0.6666666666666666,1,1,554,13240,13240,153,1865,,,12.573,electronics
fixed_341.json,6,1,1,1.0,1,1,554,4232,4232,116,1037,,,8.473,furniture
fixed_342.json,5,1,1,1.0,0,1,554,3528,3528,97,1059,,,6.073,furniture
fixed_343.json,5,1,1,1.0,0,1,554,3396,3396,66,1002,,,6.073,furniture
fixed_344.json,6,0,1,0.6666666666666666,0,1,554,4414,4414,80,1065,,,7.673,fashion
fixed_345.json,6,0,1,0.5,1,1,554,4284,4284,87,1101,,,7.873,furniture
fixed_346.json,4,1,1,1.0,0,1,554,2356,2356,53,947,,,4.473,electronics
fixed_347.json,5,1,1,1.0,0,1,554,3253,3253,70,975,,,6.073,furniture
fixed_348.json,15,0,0,0.0,1,0,554,17119,17119,465,1537,,,22.373,food
fixed_349.json,6,0,1,0.8,0,1,554,4408,4408,80,1040,,,7.673,furniture
fixed_350.json,4,0,1,0.4,0,1,554,2349,2349,48,940,,,4.473,food
fixed_351.json,5,1,1,1.0,0,1,554,3313,3313,61,973,,,6.073,beauty
fixed_352.json,6,1,1,1.0,0,1,554,4999,4999,81,1239,,,7.673,fashion
fixed_353.json,5,0,1,0.6666666666666666,0,1,554,3522,3522,69,1068,,,6.073,beauty
fixed_354.json,5,0,1,0.0,0,1,554,3379,3379,63,1009,,,6.073,fashion
fixed_355.json,9,1,1,1.0,1,1,554,8503,8503,155,1310,,,13.273,fashion
fixed_356.json,5,0,1,0.5,0,1,554,3325,3325,69,985,,,6.073,fashion
fixed_357.json,5,1,1,1.0,0,1,554,3582,3582,58,1112,,,6.073,fashion
fixed_358.json,5,0,1,0.75,0,1,554,3349,3349,68,984,,,6.073,furniture
fixed_359.json,5,1,1,1.0,0,1,554,3309,3309,68,974,,,6.073,electronics
fixed_360.json,4,0,1,0.6666666666666666,0,1,554,2300,2300,52,915,,,4.473,beauty
fixed_361.json,6,0,1,0.0666666666666666,0,1,554,4109,4109,76,952,,,7.673,beauty
fixed_362.json,7,1,1,1.0,1,1,554,5965,5965,107,1228,,,10.073,food
fixed_363.json,5,0,1,0.6666666666666666,1,1,554,3163,3163,74,946,,,6.873,furniture
fixed_364.json,5,0,1,0.6666666666666666,0,1,554,4066,4066,79,1307,,,6.073,electronics
fixed_365.json,4,1,1,1.0,0,1,554,2625,2625,54,1099,,,4.473,electronics
fixed_366.json,6,1,1,1.0,0,1,554,4681,4681,74,1118,,,7.673,electronics
fixed_367.json,6,1,1,1.0,0,1,554,4330,4330,81,1014,,,7.673,furniture
fixed_368.json,4,1,1,1.0,0,1,554,2258,2258,52,894,,,4.473,furniture
fixed_369.json,6,0,1,0.6666666666666666,1,1,554,4162,4162,85,976,,,7.673,fashion
fixed_370.json,6,0,1,0.6666666666666666,0,1,554,4344,4344,84,1035,,,7.673,food
fixed_371.json,4,0,1,0.4,0,1,554,2393,2393,55,952,,,4.473,furniture
fixed_372.json,5,1,1,1.0,0,1,554,3358,3358,66,997,,,6.073,furniture
fixed_373.json,6,1,1,1.0,0,1,554,4357,4357,80,1026,,,7.673,fashion
fixed_374.json,4,0,1,0.6666666666666666,0,1,554,2299,2299,50,921,,,4.473,beauty
fixed_375.json,6,0,1,0.8,0,1,554,5056,5056,91,1252,,,7.673,fashion
fixed_376.json,5,0,1,0.6666666666666666,0,1,554,3292,3292,64,976,,,6.073,furniture
fixed_377.json,5,0,1,0.75,0,1,554,4425,4425,91,1487,,,6.073,electronics
fixed_378.json,6,1,1,1.0,0,1,554,6344,6344,84,1698,,,7.673,furniture
fixed_379.json,4,0,1,0.3333333333333333,0,1,554,2331,2331,47,931,,,4.473,beauty
fixed_380.json,5,0,1,0.6666666666666666,0,1,554,3456,3456,65,1038,,,6.073,electronics
fixed_381.json,4,0,1,0.5,0,1,554,2347,2347,53,942,,,4.473,electronics
fixed_382.json,5,1,1,1.0,0,1,554,3485,3485,75,1053,,,6.073,beauty
fixed_383.json,4,1,1,1.0,0,1,554,2393,2393,53,967,,,4.473,electronics
fixed_384.json,6,1,1,1.0,0,1,554,6067,6067,119,1581,,,7.673,beauty
fixed_385.json,4,0,1,0.0666666666666666,0,1,554,2408,2408,50,971,,,4.473,food
fixed_386.json,5,0,1,0.0,0,1,554,3502,3502,74,1055,,,6.073,food
fixed_387.json,15,0,0,0.0,1,0,554,14524,14524,410,1321,,,30.773,furniture
fixed_388.json,11,0,1,0.75,1,1,554,10768,10768,155,1496,,,11.373,beauty
fixed_389.json,4,1,1,1.0,0,1,554,2398,2398,47,971,,,4.473,electronics
fixed_390.json,4,1,1,1.0,0,1,554,2254,2254,53,888,,,4.473,beauty
fixed_391.json,5,0,1,0.75,0,1,554,3338,3338,67,983,,,6.073,food
fixed_392.json,4,0,1,0.6666666666666666,0,1,554,2271,2271,47,903,,,4.473,beauty
fixed_393.json,12,0,1,0.3333333333333333,1,1,554,12423,12423,174,1599,,,11.873,beauty
fixed_394.json,5,0,1,0.3333333333333333,1,1,554,3340,3340,61,977,,,6.073,electronics
fixed_395.json,11,0,1,0.075,1,1,554,11386,11386,170,1592,,,17.073,electronics
fixed_396.json,6,1,1,1.0,0,1,554,4670,4670,95,1115,,,7.673,food
fixed_397.json,6,0,1,0.75,0,1,554,4328,4328,82,1013,,,7.673,fashion
fixed_398.json,5,0,1,0.0,0,1,554,3355,3355,61,1000,,,6.073,food
fixed_399.json,15,0,0,0.0,1,0,554,14375,14375,325,1226,,,32.773,food
fixed_400.json,5,1,1,1.0,0,1,554,3284,3284,70,960,,,6.073,beauty
fixed_401.json,7,1,1,1.0,1,1,554,5655,5655,105,1184,,,8.873,food
fixed_402.json,4,1,1,1.0,0,1,554,2281,2281,56,887,,,4.473,food
fixed_403.json,15,0,0,0.0,1,0,554,19024,19024,802,1582,,,14.659,beauty
fixed_404.json,6,1,1,1.0,0,1,554,4659,4659,85,1130,,,7.673,fashion
fixed_405.json,5,1,1,1.0,0,1,554,3212,3212,62,935,,,6.073,beauty
fixed_406.json,4,1,1,1.0,0,1,554,2310,2310,49,917,,,4.473,food
fixed_407.json,6,0,1,0.6666666666666666,1,1,554,4782,4782,124,1145,,,7.673,food
fixed_408.json,6,0,1,0.5,0,1,554,4176,4176,80,976,,,7.673,fashion
fixed_409.json,5,1,1,1.0,0,1,554,3615,3615,69,1104,,,6.073,food
fixed_410.json,5,0,1,0.25,0,1,554,3468,3468,64,1032,,,6.073,electronics
fixed_411.json,6,0,1,0.5,0,1,554,4762,4762,106,1161,,,7.673,furniture
fixed_412.json,6,1,1,1.0,0,1,554,4550,4550,86,1092,,,7.673,beauty
fixed_413.json,6,0,1,0.6666666666666666,0,1,554,4996,4996,94,1207,,,7.673,electronics
fixed_414.json,4,1,1,1.0,0,1,554,2291,2291,51,902,,,4.473,beauty
fixed_415.json,9,0,1,0.0333333333333333,1,1,554,7818,7818,162,1386,,,11.773,fashion
fixed_416.json,5,0,1,0.5,0,1,554,3286,3286,65,969,,,6.073,electronics
fixed_417.json,6,0,1,0.75,0,1,554,5263,5263,83,1334,,,7.673,fashion
fixed_418.json,6,0,1,0.6666666666666666,0,1,554,4377,4377,92,1043,,,7.673,food
fixed_419.json,6,1,1,1.0,1,1,554,4421,4421,88,1042,,,7.073,beauty
fixed_420.json,4,1,1,1.0,0,1,554,2200,2200,51,861,,,4.473,food
fixed_421.json,5,0,1,0.6666666666666666,0,1,554,3478,3478,95,1055,,,6.073,fashion
fixed_422.json,5,0,1,0.3333333333333333,1,1,554,3285,3285,71,990,,,6.873,beauty
fixed_423.json,4,1,1,1.0,0,1,554,2315,2315,54,933,,,4.473,beauty
fixed_424.json,6,0,1,0.75,1,1,554,4210,4210,79,978,,,7.673,fashion
fixed_425.json,5,0,1,0.6666666666666666,0,1,554,3314,3314,67,974,,,6.073,furniture
fixed_426.json,5,0,1,0.2,0,1,554,3461,3461,76,1026,,,6.073,electronics
fixed_427.json,7,0,1,0.6666666666666666,1,1,554,5835,5835,103,1178,,,9.273,furniture
fixed_428.json,6,0,1,0.5,0,1,554,4238,4238,88,999,,,7.673,fashion
fixed_429.json,4,1,1,1.0,0,1,554,2291,2291,76,906,,,4.473,beauty
fixed_430.json,4,0,1,0.3333333333333333,0,1,554,2180,2180,54,852,,,4.473,furniture
fixed_431.json,6,1,1,1.0,0,1,554,5874,5874,86,1548,,,7.673,food
fixed_432.json,6,0,1,0.1,0,1,554,4340,4340,78,1021,,,7.673,fashion
fixed_433.json,5,0,1,0.75,0,1,554,3341,3341,69,1009,,,6.073,fashion
fixed_434.json,5,1,1,1.0,0,1,554,3314,3314,69,971,,,6.073,furniture
fixed_435.json,5,0,1,0.05,0,1,554,3385,3385,106,1006,,,6.073,food
fixed_436.json,5,0,1,0.75,0,1,554,3099,3099,65,900,,,6.073,fashion
fixed_437.json,4,0,1,0.6666666666666666,0,1,554,2436,2436,51,992,,,4.473,food
fixed_438.json,4,0,1,0.25,0,1,554,2273,2273,52,891,,,4.473,electronics
fixed_439.json,6,0,1,0.75,1,1,554,4278,4278,94,995,,,7.673,fashion
fixed_440.json,4,0,1,0.6666666666666666,0,1,554,2386,2386,50,958,,,4.473,beauty
fixed_441.json,7,1,1,1.0,0,1,554,6472,6472,103,1467,,,8.573,furniture
fixed_442.json,15,0,0,0.0,1,0,554,18458,18458,756,1508,,,14.659,fashion
fixed_443.json,7,1,1,1.0,1,1,554,6239,6239,106,1373,,,10.073,fashion
fixed_444.json,4,1,1,1.0,0,1,554,2393,2393,51,984,,,4.473,furniture
fixed_445.json,15,0,0,0.0,1,0,554,19906,19906,278,2028,,,23.673,food
fixed_446.json,5,0,1,0.6666666666666666,0,1,554,3480,3480,67,1042,,,6.073,food
fixed_447.json,4,0,1,0.5,0,1,554,2285,2285,53,909,,,4.473,furniture
fixed_448.json,5,1,1,1.0,0,1,554,3208,3208,65,937,,,6.073,electronics
fixed_449.json,7,0,1,0.6666666666666666,1,1,554,5545,5545,103,1180,,,9.473,fashion
fixed_450.json,4,1,1,1.0,0,1,554,2277,2277,70,896,,,4.473,beauty
fixed_451.json,15,0,0,0.0,1,0,554,21368,21368,235,2150,,,17.273,beauty
fixed_452.json,5,0,1,0.25,1,1,554,3146,3146,68,906,,,6.073,food
fixed_453.json,15,0,0,0.0,1,0,554,21339,21339,293,1788,,,20.373,furniture
fixed_454.json,11,0,1,0.6666666666666666,1,1,554,11343,11343,153,1574,,,12.573,beauty
fixed_455.json,6,0,1,0.1,0,1,554,4174,4174,83,966,,,7.673,fashion
fixed_456.json,5,0,1,0.25,0,1,554,3582,3582,74,1091,,,6.073,food
fixed_457.json,5,0,1,0.5,0,1,554,4330,4330,64,1472,,,6.073,furniture
fixed_458.json,4,1,1,1.0,0,1,554,2321,2321,48,931,,,4.473,beauty
fixed_459.json,8,0,1,0.05,1,1,554,6827,6827,144,1231,,,10.973,food
fixed_460.json,15,0,0,0.0,1,0,554,14865,14865,336,1244,,,33.973,food
fixed_461.json,6,1,1,1.0,1,1,554,4279,4279,72,1091,,,7.873,beauty
fixed_462.json,5,0,1,0.6666666666666666,1,1,554,3226,3226,74,970,,,6.873,furniture
fixed_463.json,6,0,1,0.6,0,1,554,4626,4626,77,1091,,,7.673,electronics
fixed_464.json,7,0,1,0.6,1,1,554,5586,5586,115,1198,,,9.473,furniture
fixed_465.json,4,0,1,0.6666666666666666,0,1,554,2417,2417,58,969,,,4.473,beauty
fixed_466.json,6,1,1,1.0,0,1,554,4435,4435,85,1045,,,7.673,fashion
fixed_467.json,12,0,1,0.0,1,1,554,14847,14847,169,1972,,,15.073,fashion
fixed_468.json,6,0,1,0.6666666666666666,1,1,554,4636,4636,101,1122,,,7.673,food
fixed_469.json,7,0,1,0.5,1,1,554,5862,5862,123,1281,,,10.273,electronics
fixed_470.json,4,1,1,1.0,0,1,554,2379,2379,47,963,,,4.473,fashion
fixed_471.json,6,1,1,1.0,0,1,554,4251,4251,79,994,,,7.673,fashion
fixed_472.json,15,0,0,0.0,1,0,554,18146,18146,604,1527,,,15.473,fashion
fixed_473.json,4,1,1,1.0,0,1,554,2337,2337,49,932,,,4.473,food
fixed_474.json,5,1,1,1.0,0,1,554,3416,3416,69,1028,,,6.073,fashion
fixed_475.json,5,0,1,0.5,0,1,554,3308,3308,87,1006,,,6.073,furniture
fixed_476.json,4,0,1,0.1,0,1,554,2269,2269,51,893,,,4.473,furniture
fixed_477.json,4,0,1,0.5,0,1,554,2426,2426,56,981,,,4.473,beauty
fixed_478.json,6,1,1,1.0,0,1,554,4434,4434,81,1053,,,7.673,fashion
fixed_479.json,6,0,1,0.5,0,1,554,4498,4498,88,1069,,,7.673,furniture
fixed_480.json,5,1,1,1.0,0,1,554,3304,3304,69,966,,,6.073,furniture
fixed_481.json,4,1,1,1.0,0,1,554,2302,2302,47,912,,,4.473,beauty
fixed_482.json,4,0,1,0.6666666666666666,0,1,554,2343,2343,50,940,,,4.473,food
fixed_483.json,4,1,1,1.0,0,1,554,2238,2238,51,882,,,4.473,electronics
fixed_484.json,6,0,1,0.75,1,1,554,4308,4308,95,1042,,,8.473,food
fixed_485.json,6,1,1,1.0,0,1,554,4411,4411,81,1053,,,7.673,fashion
fixed_486.json,5,1,1,1.0,0,1,554,3525,3525,69,1069,,,6.073,food
fixed_487.json,5,1,1,1.0,0,1,554,3317,3317,62,979,,,6.073,beauty
fixed_488.json,6,0,1,0.75,1,1,554,4170,4170,81,1016,,,8.473,beauty
fixed_489.json,5,1,1,1.0,0,1,554,3413,3413,60,1016,,,6.073,beauty
fixed_490.json,5,0,1,0.75,0,1,554,3255,3255,62,955,,,6.073,furniture
fixed_491.json,4,0,1,0.25,0,1,554,2332,2332,52,939,,,4.473,furniture
fixed_492.json,5,0,1,0.75,0,1,554,3625,3625,72,1128,,,6.073,electronics
fixed_493.json,6,0,1,0.25,0,1,554,6466,6466,86,1726,,,7.673,furniture
fixed_494.json,8,0,1,0.6666666666666666,1,1,554,6102,6102,109,1020,,,10.873,fashion
fixed_495.json,5,1,1,1.0,0,1,554,3325,3325,68,981,,,6.073,beauty
fixed_496.json,4,1,1,1.0,0,1,554,2318,2318,49,918,,,4.473,furniture
fixed_497.json,6,0,1,0.6666666666666666,1,1,554,4103,4103,94,1008,,,8.473,furniture
fixed_498.json,5,0,1,0.8,0,1,554,4262,4262,81,1404,,,6.073,electronics
fixed_499.json,6,0,1,0.6,0,1,554,4627,4627,85,1115,,,7.673,furniture
fixed_500.json,6,1,1,1.0,0,1,554,4912,4912,98,1218,,,7.673,fashion
fixed_501.json,6,1,1,1.0,0,1,554,4980,4980,88,1232,,,7.673,fashion
fixed_502.json,4,0,1,0.6666666666666666,0,1,554,2350,2350,52,944,,,4.473,beauty
fixed_503.json,4,0,1,0.0,0,1,554,2339,2339,52,935,,,4.473,food
fixed_504.json,15,0,0,0.0,1,0,554,14579,14579,317,1242,,,33.973,fashion
fixed_505.json,6,1,1,1.0,0,1,554,4548,4548,96,1095,,,7.673,beauty
fixed_506.json,5,0,1,0.6666666666666666,0,1,554,3380,3380,69,996,,,6.073,beauty
fixed_507.json,9,1,1,1.0,1,1,554,8877,8877,156,1559,,,11.473,electronics
fixed_508.json,11,0,1,0.6,1,1,554,11587,11587,207,1829,,,12.573,food
fixed_509.json,7,0,1,0.3333333333333333,1,1,554,6023,6023,115,1224,,,9.273,furniture
fixed_510.json,6,0,1,0.75,1,1,554,4349,4349,85,1021,,,7.673,food
fixed_511.json,4,1,1,1.0,0,1,554,2448,2448,48,1016,,,4.473,food
fixed_512.json,5,1,1,1.0,0,1,554,3998,3998,71,1310,,,6.073,furniture
fixed_513.json,4,1,1,1.0,0,1,554,2186,2186,50,848,,,4.473,furniture
fixed_514.json,6,0,1,0.6666666666666666,0,1,554,4383,4383,83,1032,,,7.673,fashion
fixed_515.json,13,0,1,0.5,1,1,554,17789,17789,189,2266,,,17.073,beauty
fixed_516.json,7,0,1,0.1,1,1,554,5116,5116,100,1010,,,10.073,fashion
fixed_517.json,5,1,1,1.0,0,1,554,3666,3666,72,1107,,,6.073,beauty
fixed_518.json,15,0,0,0.0,1,0,554,19490,19490,405,1655,,,23.473,beauty
fixed_519.json,5,1,1,1.0,0,1,554,3337,3337,66,996,,,6.073,beauty
fixed_520.json,15,0,0,0.0,1,0,554,26978,26978,311,2592,,,16.473,furniture
fixed_521.json,6,1,1,1.0,0,1,554,5211,5211,89,1311,,,7.673,fashion
fixed_522.json,4,1,1,1.0,0,1,554,2261,2261,48,881,,,4.473,food
fixed_523.json,6,1,1,1.0,0,1,554,4537,4537,76,1082,,,7.673,fashion
fixed_524.json,5,1,1,1.0,0,1,554,3347,3347,63,986,,,6.073,beauty
fixed_525.json,5,1,1,1.0,0,1,554,3415,3415,74,1012,,,6.073,beauty
fixed_526.json,6,1,1,1.0,0,1,554,4848,4848,78,1160,,,7.673,furniture
fixed_527.json,7,0,1,0.75,1,1,554,6386,6386,102,1455,,,10.073,food
fixed_528.json,15,0,0,0.0,1,0,554,18522,18522,515,1625,,,23.173,electronics
fixed_529.json,6,1,1,1.0,0,1,554,4751,4751,85,1168,,,7.673,fashion
fixed_530.json,5,1,1,1.0,0,1,554,3154,3154,62,915,,,6.073,furniture
fixed_531.json,4,0,1,0.5,0,1,554,2250,2250,47,886,,,4.473,beauty
fixed_532.json,4,0,1,0.3333333333333333,0,1,554,2272,2272,51,893,,,4.473,beauty
fixed_533.json,6,0,1,0.75,0,1,554,4723,4723,101,1144,,,7.673,fashion
fixed_534.json,15,0,0,0.0,1,0,554,18630,18630,793,1555,,,14.659,beauty
fixed_535.json,4,0,1,0.6666666666666666,0,1,554,2369,2369,55,946,,,4.473,beauty
fixed_536.json,4,1,1,1.0,0,1,554,2304,2304,54,917,,,4.473,furniture
fixed_537.json,7,1,1,1.0,1,1,554,9347,9347,90,2049,,,9.273,fashion
fixed_538.json,6,0,1,0.7142857142857143,0,1,554,4454,4454,83,1055,,,7.673,furniture
fixed_539.json,6,1,1,1.0,0,1,554,4330,4330,79,1007,,,7.673,fashion
fixed_540.json,6,0,1,0.0,0,1,554,4245,4245,82,996,,,7.673,fashion
fixed_541.json,5,1,1,1.0,0,1,554,3389,3389,68,1005,,,6.073,furniture
fixed_542.json,5,0,1,0.75,0,1,554,3536,3536,65,1068,,,6.073,beauty
fixed_543.json,6,1,1,1.0,0,1,554,4232,4232,105,985,,,7.673,fashion
fixed_544.json,15,0,0,0.0,1,0,554,22507,22507,239,1967,,,14.773,beauty
fixed_545.json,4,1,1,1.0,0,1,554,2293,2293,47,912,,,4.473,beauty
fixed_546.json,5,1,1,1.0,0,1,554,3302,3302,61,969,,,6.073,beauty
fixed_547.json,4,0,1,0.75,0,1,554,2342,2342,48,941,,,4.473,beauty
fixed_548.json,5,1,1,1.0,0,1,554,3350,3350,74,1010,,,6.073,food
fixed_549.json,5,0,1,0.6666666666666666,0,1,554,3355,3355,61,996,,,6.073,electronics
fixed_550.json,5,0,1,0.6,0,1,554,3327,3327,68,978,,,6.073,furniture
fixed_551.json,6,1,1,1.0,0,1,554,4401,4401,88,1043,,,7.673,fashion
fixed_552.json,5,0,1,0.3333333333333333,0,1,554,3321,3321,68,978,,,6.073,electronics
fixed_553.json,13,0,1,0.0666666666666666,1,1,554,13776,13776,201,1629,,,14.473,food
fixed_554.json,6,1,1,1.0,0,1,554,4358,4358,81,1018,,,7.673,fashion
fixed_555.json,4,0,1,0.025,0,1,554,2367,2367,49,964,,,4.473,beauty
fixed_556.json,5,0,1,0.1,0,1,554,3453,3453,92,1062,,,6.073,fashion
fixed_557.json,6,1,1,1.0,0,1,554,4656,4656,91,1112,,,7.673,food
fixed_558.json,6,0,1,0.75,0,1,554,4649,4649,74,1096,,,7.673,electronics
fixed_559.json,5,0,1,0.3333333333333333,0,1,554,3275,3275,62,962,,,6.073,food
fixed_560.json,11,1,1,1.0,1,1,554,12139,12139,159,1667,,,11.373,electronics
fixed_561.json,6,1,1,1.0,0,1,554,4831,4831,87,1141,,,7.673,beauty
fixed_562.json,4,0,1,0.6666666666666666,0,1,554,2340,2340,50,943,,,4.473,food
fixed_563.json,15,0,0,0.0,1,0,554,16610,16610,464,1529,,,17.073,beauty
fixed_564.json,4,1,1,1.0,0,1,554,2354,2354,51,942,,,4.473,electronics
fixed_565.json,6,0,1,0.8571428571428571,0,1,554,5167,5167,85,1262,,,7.673,electronics
fixed_566.json,11,0,1,0.0333333333333333,1,1,554,11208,11208,164,1669,,,16.173,food
fixed_567.json,6,0,1,0.8,1,1,554,4684,4684,89,1101,,,7.673,food
fixed_568.json,4,0,1,0.3333333333333333,0,1,554,2285,2285,48,909,,,4.473,beauty
fixed_569.json,5,1,1,1.0,0,1,554,3372,3372,62,1001,,,6.073,beauty
fixed_570.json,6,0,1,0.0,0,1,554,4300,4300,87,1007,,,7.673,fashion
fixed_571.json,4,0,1,0.6666666666666666,0,1,554,2401,2401,51,973,,,4.473,electronics
fixed_572.json,6,1,1,1.0,0,1,554,4204,4204,76,976,,,7.673,fashion
fixed_573.json,6,1,1,1.0,0,1,554,4615,4615,89,1105,,,7.673,food
fixed_574.json,4,0,1,0.75,0,1,554,2349,2349,50,943,,,4.473,food
fixed_575.json,5,0,1,0.3333333333333333,0,1,554,3285,3285,99,975,,,6.073,fashion
fixed_576.json,4,0,1,0.0,0,1,554,2478,2478,54,1020,,,4.473,food
fixed_577.json,6,1,1,1.0,0,1,554,4348,4348,80,1029,,,7.673,furniture
fixed_578.json,5,0,1,0.6666666666666666,0,1,554,3367,3367,69,1031,,,6.073,beauty
fixed_579.json,15,0,0,0.0,1,0,554,24458,24458,272,2431,,,14.773,electronics
fixed_580.json,5,0,1,0.3333333333333333,0,1,554,3500,3500,73,1062,,,6.073,food
fixed_581.json,4,0,1,0.6666666666666666,0,1,554,2320,2320,50,933,,,4.473,food
fixed_582.json,4,0,1,0.5,0,1,554,2273,2273,53,896,,,4.473,furniture
fixed_583.json,4,0,1,0.3333333333333333,0,1,554,2293,2293,50,907,,,4.473,electronics
fixed_584.json,4,1,1,1.0,0,1,554,2304,2304,49,934,,,4.473,electronics
fixed_585.json,7,1,1,1.0,1,1,554,5245,5245,109,1041,,,9.273,beauty
fixed_586.json,15,0,0,0.0,1,0,554,19361,19361,238,1952,,,15.873,food
fixed_587.json,7,1,1,1.0,1,1,554,5413,5413,149,1100,,,10.073,food
fixed_588.json,13,0,1,0.3333333333333333,1,1,554,14970,14970,195,1820,,,13.973,electronics
fixed_589.json,10,0,1,0.25,1,1,554,12077,12077,137,1975,,,8.273,electronics
fixed_590.json,4,0,1,0.1666666666666666,0,1,554,2195,2195,49,855,,,4.473,furniture
fixed_591.json,5,0,1,0.5,0,1,554,3538,3538,82,1069,,,6.073,furniture
fixed_592.json,5,1,1,1.0,0,1,554,3474,3474,74,1052,,,6.073,food
fixed_593.json,15,1,1,1.0,1,0,554,26823,26823,249,2946,,,14.773,furniture
fixed_594.json,6,1,1,1.0,0,1,554,5718,5718,118,1453,,,7.673,furniture
fixed_595.json,6,1,1,1.0,0,1,554,4991,4991,99,1235,,,7.673,furniture
fixed_596.json,4,0,1,0.6666666666666666,0,1,554,2343,2343,50,939,,,4.473,beauty
fixed_597.json,6,0,1,0.1,0,1,554,4252,4252,77,997,,,7.673,fashion
fixed_598.json,5,0,1,0.5,0,1,554,3401,3401,85,1007,,,6.073,beauty
fixed_599.json,7,0,1,0.5,1,1,554,7875,7875,139,1682,,,10.073,furniture
fixed_600.json,6,1,1,1.0,1,1,554,4620,4620,111,1122,,,8.473,electronics
fixed_601.json,12,0,1,0.6666666666666666,1,1,554,11927,11927,168,1537,,,13.273,furniture
fixed_602.json,5,1,1,1.0,0,1,554,3172,3172,63,924,,,6.073,food
fixed_603.json,5,0,1,0.75,0,1,554,3350,3350,66,992,,,6.073,beauty
fixed_604.json,5,0,1,0.3333333333333333,0,1,554,3489,3489,67,1045,,,6.073,electronics
fixed_605.json,4,1,1,1.0,0,1,554,2293,2293,47,915,,,4.473,beauty
fixed_606.json,5,1,1,1.0,0,1,554,3332,3332,61,981,,,6.073,beauty
fixed_607.json,4,0,1,0.5,0,1,554,2307,2307,49,914,,,4.473,electronics
fixed_608.json,6,1,1,1.0,1,1,554,4562,4562,90,1089,,,7.673,fashion
fixed_609.json,5,0,1,0.6666666666666666,0,1,554,3215,3215,60,948,,,6.073,fashion
