asin,category,query,name,product_category,instruction_text,attributes,goal_options,weight
B08RYBSZZG,fashion,men's casual button-down shirts,Reyn Spooner Men's Floral Hawaiian Aloha Shirt Button Front,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Casual Button-Down Shirts",i need an x-large button down shirt that i can double dry,['tumble dry'],['x-large'],1
B07ZR8KF4C,grocery,cheeses,"Tofu Press, Easily Remove Water from Tofu, Tofu Squeezer Dishwasher Safe, Tofu Drainer and Strainer, Paneer Maker with Cheesecloth",Home & Kitchen › Kitchen & Dining › Kitchen Utensils & Gadgets › Colanders & Food Strainers › Food Strainers,i need an easy to use tofu drainer for tofu bricks,['easy use'],['8-12 oz bricks of tofu'],1
B0843HBRYC,garden,area rugs,"Safavieh Textural Collection TXT101A Handmade Premium Wool Area Rug, 8' x 10', Ivory","Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",i am looking for a ivory color contemporary design area rugs,['contemporary design'],['ivory'],1
B098NRMH19,grocery,toothpicks,Keaziu 36 Pack Rose Gold We will Miss You Cupcake Toppers for Retirement Party Decorations Graduation Party Going Away Party Office Work Party Farewell Party Decorations Supplies,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cupcake Toppers",i want rose gold cupcake picks that say we will miss you for a retirement party i'm throwing,['cupcake picks'],['rose gold'],1
B0041VVEWW,fashion,men's sandals,Birkenstock Gizeh,"Clothing, Shoes & Jewelry › Women › Shoes › Sandals › Flip-Flops",i need some taupe flip flops that have arch support,['arch support'],['taupe'],1
B000P257CO,beauty,sets fragrance,Angel By Thierry Mugler For Women. Eau De Parfum Spray .8 oz & Eau De Parfum .17 oz Mini (travel Offer),Beauty & Personal Care › Fragrance › Women's › Sets,i am looking for a long lasting parfume gift set,['long lasting'],['gift set'],1
B00083HDGS,garden,sconces,Bellagio European Outdoor Carriage Light Fixture Vintage Bronze Curved Arm Hammered Glass Sconce for Exterior House Porch Patio Outside Deck Garage Yard Front Door Garden Home - John Timberland,Tools & Home Improvement › Lighting & Ceiling Fans › Wall Lights › Wall Lamps & Sconces,i want a black bellagio european outdoor carriage light fixture,['light fixture'],['black - clear - double bridge'],1
B07V4LPY51,beauty,lip care,M3 Naturals Collagen Lip Plumper Clinically Proven Natural Lip Enhancer for Fuller Softer Lips Increased Elasticity Reduce Fine Lines Hydrating Plump Gloss Lipstick Primer 4 ml (Pink),Beauty & Personal Care › Skin Care › Lip Care › Lip Plumpers,i am interested in purchasing a cruelty free lip enhancer with natural ingredients in the color teal,"['cruelty free', 'natural ingredients']",['teal'],1
B009M4M6NE,grocery,whipped toppings,NATIERRA Nature's All Foods Organic Freeze-Dried Blueberries | Non-GMO & Vegan | 1.2 Ounce,Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Fruits › Dried Berries,"i want  freeze-dried fruits, about 1.5 ounces should be enough. i like blueberries but i don't want anything with gmo","['non gmo', 'freeze dried']",['1.5 ounce (pack of 1)'],1
B08PXW966C,beauty,mirrors,IMLONE Makeup Mirror Compact Mirror Golden 2X Magnification Portable Travel Personal Mirror Mini Pocket Mirror for Woman Mother Kids Great Gift (Little Turtle),Beauty & Personal Care › Tools & Accessories › Mirrors › Compact & Travel Mirrors,i need hight quality portable golden wing color travel personal mirror for woman,['high quality'],['golden wing'],1
B09HQTJZ7T,garden,home office cabinets,JMKJ Sculptures for Office Imitation Chicken Decorations Home Living Room Wine Cabinet Decorations Garden Decorations,Home & Kitchen › Home Décor Products › Home Décor Accents › Sculptures › Statues,i want hand painted jmkj sculptures,['hand painted'],[],1
B08B7MYLXY,fashion,women's boots,Sorel Women's Whitney II Short Lace Boots,"Clothing, Shoes & Jewelry › Women › Shoes › Outdoor › Snow Boots","looking for short lace boots for day comfort, fawn color, size 6.5",['day comfort'],"['blanc | fawn', '6.5']",1
B07THG63LT,garden,beds,"Novogratz Tallulah Memory Foam Sofa Bed, Light Green Velvet Futon,",Home & Kitchen › Furniture › Living Room Furniture › Futons › Futon Sets,i need a futon set that is blue velvet,['living room'],['blue velvet'],1
B08G3S9TND,electronics,headphones,"Cleer Audio, Enduro ANC Noise Cancelling Headphones, Long Lasting 60 Hour Battery, Ambient Sound Levels, Bluetooth Headphones, Smart Controls with Cleer+ App - Light Grey",Electronics › Headphones › Over-Ear Headphones,i am looking for long lasting dark navy color noise cancelling headphones,"['noise cancelling', 'long lasting']",['dark navy'],1
B08DG6SXNL,beauty,hair cutting tools,JW Professional Shears RS Series - Barber & Hair Cutting Scissors / Shears Japanese Stainless Steel (RS-C),Beauty & Personal Care › Hair Care › Hair Cutting Tools › Shears,"i'm looking for a pair of rs-c sized, easy to use, stainless steel barber's scissors","['easy use', 'stainless steel']",['rs-c'],1
B07VMKMY8G,beauty,hair masks,"Tints of Nature Bold Colour Hair Dye, Strengthening and Hydrating, Semi-Permanent, 1 x 70ml - Rose Gold",Beauty & Personal Care › Hair Care › Hair Coloring Products › Hair Color,i'm looking for rose gold hair dye in a 70 ml bottle,['rose gold'],['70 ml'],1
B0721QQDC8,beauty,makeup sets,"Sorbus® Cosmetic Makeup and Jewelry Storage Case Display - Spacious Design - Great for Bathroom, Dresser, Vanity and Countertop (4 Large, 2 Small Drawers, Pink)",Beauty & Personal Care › Tools & Accessories › Bags & Cases › Cosmetic Display Cases,i'm looking for long lasting beauty accessories for making skin glow,['long lasting'],['tie dye'],1
B096NK94S7,electronics,legacy systems,"Hieha Double Din Car Stereo Compatible with Apple Carplay and Android Auto, 7 Inch Bluetooth Car Radio with Full HD Touchscreen, Support FMAM Radio, Backup Camera, AV Input, SWC (‎SS1998)",Electronics › Car & Vehicle Electronics › Car Electronics › Car Audio › Car Stereo Receivers,i want a hieha double din car stereo compatible with apple,['compatible apple'],[],1
B085T9CWGD,beauty,eyes makeup,B&Qaugen Easy Fan Lashes C-0.03-8-15 mix Volume Lash Extensions 9 to 25 mm B&Qaugen Easy Fan Volume Lashes Blooming Lashes Automatic Flowering Eyelash Extensions(C-0.03-8-15),Beauty & Personal Care › Tools & Accessories › Makeup Brushes & Tools › Eye › False Eyelashes & Adhesives › False Lashes,i would like to get some 20 mm c-0.10 made from high quality materials false lashes,"['high quality', 'quality materials']","['c-0.10', '20-25 mm']",1
B005M4G4LI,grocery,seaweed snacks,Natierra Nature's Organic Freeze-Dried Strawberries | Gluten Free & Vegan | 1.2 Ounce,Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Fruits › Dried Berries,i want some freeze dried mangoes,['freeze dried'],['mangoes'],1
B09SKN22ST,fashion,women's swimsuits & cover ups,Women's One Piece Swimsuit Wrapped Tummy Control Bathing Suit Sexy Swimwear Halter Cut Out Backless Monokini Beachwear,Sports & Outdoors › Sports › Team Sports › Lacrosse › Protective Gear › Elbow Pads,i need elbow pads for teen girls that are small and black,['teen girls'],"['black', 'small']",1
B08BNW7GZG,beauty,makeup brushes & tools,Fueyou Makeup Brush Set 20 Pcs Makeup Brushes Make Up Brushes Kit Tools Make-up Toiletry Kit Eyebrow Blush Eyeshadow Brushes Eyeliner Brushes Fast Delivery To US 4-8 Days (Rose Gold),Beauty & Personal Care › Tools & Accessories › Makeup Brushes & Tools › Brush Sets,i want a rose gold and non slip fueyou makeup brush set,['non slip'],['rose gold'],1
B087C94L8C,grocery,snack crackers,Pork King Good Dill Pickle Pork Rinds (Chicharrones) (4 Pack) Keto Snacks,Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Meat Snacks › Pork Rinds,i want to buy a twenty four pack of stupid hot low carb pork rinds,['low carb'],"['stupid hot', '24 pack']",1
B092VSGJVR,fashion,women's flats,FUNKYMONKEY Women's Thong Flip Flop Ultra Soft Arch Support Sandals,"Clothing, Shoes & Jewelry › Women › Shoes",i am looking for a pair of women's ultra soft arch support sandals in a size 9,['arch support'],['9'],1
B09FJW2L94,electronics,mac,"Bandless Case Compatible with MacBook Pro 13 inch 2020 2019 2018 2017 2016 Release A2338(M1) A2251 A2289 A2159 A1989 A1706 A1708, Plastic Hard Case Shell Cover & Keyboard Skin Cover - Planet","Electronics › Computers & Accessories › Laptop Accessories › Bags, Cases & Sleeves › Hard Shell Cases",i'm looking for  computer accessories for bag and cases its easy to use,['case cover'],['retro pattern'],1
B097NG3SVJ,garden,window coverings,"Green Triple-Weaved Texture Curtain, Summer Pattern with Realistic Tropical Palm Leaves Design Exotic Jungle Backdrop Window Covering for Living Room, Each Panel 60"" W x 90"" L",Home & Kitchen › Home Décor Products › Window Treatments › Curtains & Drapes › Panels,i need to buy some eighty-four inch curtains for my living room,['living room'],"['84""w x 84""l']",1
B013TNXWEK,fashion,men's sandals,PR Soles Original Sandals | Foot Massaging & Recovery Footwear | Mens & Womens Original Slides | Multiple Sizes & Colors,"Clothing, Shoes & Jewelry › Men › Shoes",i need some small black shoes for men that have arch support,['arch support'],"['black', 'small']",1
B08MT83DJ9,fashion,women's outdoor shoes,ZUSERIS Mens Womens Lined Clogs Winter Slippers Arch Support House Slippers Slip On Garden Shoes Warm Home Shoes Indoor Outdoor,"Clothing, Shoes & Jewelry › Women › Shoes › Slippers",i want green zuseris unisex fleece lined clogs,['fleece lined'],['green'],1
B09BMXK1WD,electronics,home theater systems,"Polk Signature Elite ES50 Tower Speaker - Hi-Res Audio Certified and Dolby Atmos & DTS:X Compatible, 1"" Tweeter & (2) 5.25"" Woofers, Power Port Technology for Effortless Bass, Elegant White-Washed",Electronics › Home Audio › Speakers › Floorstanding Speakers,"can i request some high performance speakers? also, can you pick the ones that come in white please?",['high performance'],['white'],1
B078WXXKV5,grocery,sour creams,"Paleo Powder Fodmap All Purpose Seasoning | The Original Low Fodmap Paleo Food Seasoning for All Paleo Diets | Certified Keto Food, Paleo, Whole 30, Low Fodmap Food, Gluten Free Seasoning",Grocery & Gourmet Food › Food & Beverage Gifts,i am looking for a low sodium and gluten free seasoning. look for spice gift sets,"['gluten free', 'low sodium']",['spice gift sets'],1
B099DRXNQ1,beauty,toothpaste,"Non-Fluoride Maternity Toothpaste. No SLS, Triclosan & Alcohol. Natural & Gentle Formula Safe For Sensitive Teeth. Certified Halal. Safe for Pregnancy and Breastfeeding. 100g",Beauty & Personal Care › Oral Care › Toothpaste,i need a fluoride free maternity toothpaste,['fluoride free'],[],1
B09MM89KMB,beauty,children's dental care,RapStart Kid's Toothbrush Children’s U-Shape Toothbrush for 360° Thorough Cleansing Whitening Massage Toothbrush U-Type Modeling Toothbrush for Kid Children,Beauty & Personal Care › Oral Care › Toothbrushes & Accessories › Manual Toothbrushes,i want a blue children’s u-shape toothbrush for sensitive teeth,['sensitive teeth'],['2-6 years -blue'],1
B07VTDDHWV,electronics,headphones,"PDP Gaming LVL40 Stereo Headset with Mic for Nintendo Switch - PC, iPad, Mac, Laptop Compatible - Noise Cancelling Microphone, Lightweight, Soft Comfort On Ear Headphones - Mario Red & Blue",Video Games › Nintendo Switch › Accessories,i'm looking for a stereo headset for my nintendo switch that is both yellow and blue,['stereo sound'],['yellow | blue'],1
B086TVW3PM,beauty,breath fresheners,"TheraBreath Fresh Breath Dentist Formulated 24-Hour Oral Rinse, Rainforest Mint, 16 Ounce (Pack of 2)",Beauty & Personal Care › Oral Care › Mouthwash,i need a bottle of fresh breath mouth wash for bad breath and oral hygeine,"['fresh breath', 'bad breath', 'oral hygiene']",[],1
B09DVP1Z8Q,electronics,binoculars & scopes,"Monocular Telescope, Thermal monocular 12X50 High Power Night Vision Monocular Waterproof Monocular with Smartphone Adapter and Quick Phone Holder for Wild Animals, Hunting, Camping, Travelling",Electronics › Camera & Photo › Binoculars & Scopes › Monoculars,i am interested in monoculars that are good for bird watching,['bird watching'],[],1
B09NGWXMDQ,electronics,wearable technology,[3 Pack] Lace Silicone Bands Compatible with Apple Watch 44mm 38mm 40mm 42mm 41mm 45mm Women Soft Slim Strap Waterproof Sports Band Replacement Wristband for Smartwatch iWatch Series SE 7 6 5 4 3 2 1,Cell Phones & Accessories › Accessories › Smartwatch Accessories › Smartwatch Bands,i'm looking for a silicone band compatible with my apple watch that's 40 mm and white,['compatible apple'],"['38 | 40 | 41mm', 'white | stone | sand pink']",1
B07CHTZ7MS,garden,mattresses,"Mattress Solution Eurotop Pillowtop Innerspring Mattress and 8"" Wood Boxspring/Foundation Set, Twin, White/Gold",Home & Kitchen › Furniture › Bedroom Furniture › Mattresses & Box Springs › Mattress & Box Spring Sets,i am looking for a ready to use full size mattress and box springs,['ready use'],['full'],1
B073KYYVTR,electronics,satellite television,"200ft Black TRI-Shield Weather Seal Indoor Outdoor RG-6 Coaxial Cable Brass Connector 75 Ohm (Satellite TV, Broadband Internet, Ham Radio, OTA HD Antenna Coax) Assembled in USA by PHAT SATELLITE INTL",Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects › Video Cables › F-Pin-Coaxial Tip,i want a 280ft black tri-shield weather seal indoor outdoor rg-6 coaxial cable,['coaxial cable'],['280ft'],1
B087CXMMQM,garden,area rugs,"Zareas Soft Shaggy Area Rugs for Bedroom, 5x8 Feet Plush Fluffy Carpets for Living Room, Modern Non Slip Fuzzy Rug for Kids Girls Room Nursery Home Decor, Durable Floor Accent Furry Rug, Black","Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",i need a big rug with a fuzzy non-stick surface,['non slip'],['4x5.9 feet'],1
B08L5778PK,beauty,makeup sets,"ILIA - Super Serum Skin Tint SPF 40 | Non-Toxic, Vegan, Cruelty-Free, Clean Makeup (Formosa ST-4)",Beauty & Personal Care › Makeup › Face › Foundation,i'm looking for dermatologically certified serum skin that contains hyaluronic acid for sensitive skin and is fragrance free,"['dermatologist tested', 'fragrance free', 'hyaluronic acid']",[],1
B07R8WZR55,beauty,body care,"PURA D'OR Organic Sweet Almond Oil (16oz) Certified Organic 100% Pure & Natural Hexane Free Soothing Vitamin E Oil for Skin & Face, Facial Polish, Full Body, Massages, DIY Base (Packaging may vary)",Beauty & Personal Care › Skin Care › Face › Creams & Moisturizers › Face Oil,certified organic 100% pure & natural sweet almond oil,['certified organic'],['almond'],1
B07YXYCXSG,fashion,women's sandals,PIKOLINOS Women's Puerto Vallarta 655-0575 Braided Sandal,"Clothing, Shoes & Jewelry › Women › Shoes › Sandals › Flats",i am looking for women's sandals of 8 size having leather sole,['leather sole'],['8'],1
B07JXSSM6G,electronics,tablets,"Microsoft Surface Pro 4 Intel i5-6300U X2 2.4GHz 256GB 8GB 12.3in, Silver (Renewed)",Electronics › Computers & Accessories › Computers & Tablets › Tablets,i want a microsoft surface pro 4 tablet with intel i5-6300u,['intel core'],[],1
B097LVNXLB,fashion,men's t-shirts & tanks,4th of JULY Shirt. LOVE HEART American Freedom USA Flag T-Shirt,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Tops & Tees › T-Shirts","i looking yoga day classic fit ,machine wash ,heathers cotten  women t-shirt  color:royal blue size 3t","['machine wash', 'heathers cotton', 'classic fit']","['royal blue', 'women', '3t']",1
B098NB1V2X,fashion,men's shorts,Casual Jean Short Pants for Men Summer Knee Length Destroyed Hole Jeans Straight Distressed Fit Ripped Denim Shorts,"Clothing, Shoes & Jewelry › Men › Clothing › Shorts › Denim",i want purchase a long sleev daily wear hand wash denim short having elastic waist and colour should be blue 4,"['hand wash', 'long sleeve', 'elastic waist', 'daily wear']",['blue 4'],1
B09QRVRZKK,electronics,headphones,Stereo Wireless Business Bluetooth Headphones - 180 Degrees Left and Right Driving Sports in-Ear Bass Headphones - Clear Voice Capture in-Ear Wireless Earbuds (Black),Electronics › Headphones › Earbud Headphones,i would like a pair of black earbud headphones that are fast charging,['fast charging'],['black'],1
B07V25G5GJ,grocery,chips & crisps,"7Days Bagel Chips, Sea Salt, No Artificial Ingredients, Non-GMO Snack, (3.17oz, Pack of 12)",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Crackers › Bagel Chips,"i need some salty, non-gmo bagel crisps",['non gmo'],['salted'],1
B099DRXNQ1,beauty,toothpaste,"Non-Fluoride Maternity Toothpaste. No SLS, Triclosan & Alcohol. Natural & Gentle Formula Safe For Sensitive Teeth. Certified Halal. Safe for Pregnancy and Breastfeeding. 100g",Beauty & Personal Care › Oral Care › Toothpaste,i need a fluoride free maternity toothpaste,['fluoride free'],[],1
B07BQ5B2B1,grocery,alcoholic beverages,Nantucket Nectars - Red Plum - 15.9 oz (12 Plastic Bottles),"Grocery & Gourmet Food › Beverages › Bottled Beverages, Water & Drink Mixes › Juices › Fruit Juice",i need some caffeine free fruit juice. pick a pack of 12,['caffeine free'],['16 fl oz (pack of 12)'],1
B08GKDQ398,fashion,women's athletic shoes,Dynadans Unisex PU Leather Upper Lace Up Jazz Shoe for Women and Men's Dance Shoes,"Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Ballet & Dance",i need brown ballet shoes that have a synthetic sole and are size 5.5 for women,['synthetic sole'],"['brown', '5.5 women | 5 men']",1
B09L7WP5TR,grocery,frozen,"Gatorade - 3944 Powder Variety Pack, 21-Ounce Pouches (Pack of 32) & Fla-Vor-Ice Giant Popsicle Variety Pack of Jumbo Freezer Bars 1.5 Oz, Assorted, 100 Count",Grocery & Gourmet Food › Frozen › Ice Cream & Novelties › Popsicles & Juice Bars,i want to buy a giant popsicle which is low calorie and fat free with orange flavor and is 51 ounce,"['low calorie', 'fat free']","['orange', 'powder + powder, 51 ounce']",1
B07K2VHZ7B,garden,area rugs,"Nourison Passion Persian Boho Light Grey/Pink 8' X 10' Area Rug, (8' x 10')","Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",i would like a 4 ft rectangular pink rug for the living room,['living room'],"['light grey | pink', 'rectangular', '4 ft']",1
B07QJ7J993,garden,candles,"Aquarius | Zodiac Star Signs Jewelry Candle 21oz | Surprise Prize Valued at $15 - $7,500 Inside | Choose From 30+ Scents | Vanilla Lavender | Necklace",Home & Kitchen › Home Décor Products › Candles & Holders › Candles › Jar Candles,i want a size 8 black raspberry vanilla candle that is long lasting,['long lasting'],"['black raspberry vanilla', 'ring (size 8)']",1
B01GKAL67Y,beauty,piercing & tattoo supplies,Mehron Makeup Liquid Latex (1 oz) (Light Flesh),Beauty & Personal Care › Makeup › Body › Body Paint,i'm looking for liqiud latex makeup,['cruelty free'],['4.5 fl oz (pack of 1)'],1
B01CZVEUIE,electronics,hdmi cables,"Short USB C Cable 6 inch, CableCreation Short USB to USB C Cable 3A Fast Charging USB C Cable Short, Braided USB C Male to USB Male Cable for Power Bank, iPad Pro iPad Mini S21 S20 Z Flip, etc, Gray",Electronics › Computers & Accessories › Computer Accessories & Peripherals › Cables & Accessories › Cables & Interconnects › USB Cables,i need a 1.6ft gold cable usb c for fast charging,"['fast charging', 'usb port']","['gold', '1', '1.6ft']",1
B07ZWGVCNM,electronics,pc,"HP EliteDesk 800 G2 Business Desktop Mini Tower, Intel Core i5 6500 3.2Ghz, 16GB DDR4 RAM, 512GB SSD Hard Drive, Windows 10 Pro (Renewed)",Electronics › Computers & Accessories › Computers & Tablets › Desktops › Minis,"i am looking for hp elitedesk 800 g2 business desktop mini tower with core i5 ,16gb ram, 512gb harddrive and windows 10 pro along with high performance and certified refurbished","['certified refurbished', 'high performance']",[],1
B083ZJ87W2,electronics,clock radios,Lexon Flip Plus Travel Mini Reversible LCD Alarm Clock Radio Controlled Touch Sensor Light (Pink),Home & Kitchen › Home Décor Products › Clocks › Alarm Clocks,seeking to find a mini reversible travel lcd alarm clock-radio controlled touch sensor light using aaa batteries included in color white or pink that is made by lexon flip plus,"['batteries included', 'aaa batteries']",['white'],1
B09QXBN74Y,fashion,women's swimsuits & cover ups,"ORT Tankini top Plus Size,Swimsuit Cover ups Womens Two Piece Swimsuits Modest Bathing Suit Printed Tankini Top with Boyshort","Clothing, Shoes & Jewelry › Sport Specific Clothing › Competitive Swimwear › Women › Two-Piece Suits",i want to find a small purple tankini top that teen girls can wear,['teen girls'],"['a6-purple', 'small']",1
B07B9GTSHW,beauty,lip care,"NeedCrystals Microdermabrasion Crystals 4 oz. / 113 gr. DIY Facial Scrub. Natural Face Exfoliator for Dull or Dry Skin Improves Scars, Blackheads, Pore Size, Wrinkles, Blemishes & Skin Texture",Beauty & Personal Care › Skin Care › Face › Treatments & Masks › Microdermabrasion,my skin was dry  i need  4 ounce pack of facial cream,['dry skin'],[],1
B0927GRTKG,garden,wall art,"TIMUBA Kitchen Canvas Wall Art, Colorful Cooking Spices Put on Each Spoon Canvas Painting for Farmhouse Kitchen Wall Decor, Spices Spoon Artwork Framed for Home Restaurant Wall Decoration 24x18 Inches",Home & Kitchen › Wall Art › Posters & Prints,i am looking for easy install and ready hang kitchen artwork-04 with size s-(18x12inches),"['ready hang', 'easy install']","['kitchen artwork-04', 's-(18 x 12 inches)']",1
B09KMYJ6HC,garden,cabinets,"Pots and Pans Organizer for Cabinet, ORDORA 8 Tier Pot Rack with 3 DIY Methods, Adjustable Pan Organizer Rack for Cabinet, Pot Organizer for Kitchen Organization & Storage, Pot Lid Organizer, Silver",Home & Kitchen › Kitchen & Dining › Storage & Organization › Racks & Holders › Pot Racks,i want a black and heavy duty pots and pans organizer,['heavy duty'],['black'],1
B071HH7B9T,garden,decorative mirrors,"Amanti Art Wood Bathroom Wall Mirror (28.00 x 40.00 in.), Brushed Sterling Silver Frame - Bathroom Mirror, Vanity Mirror - Silver, Large",Home & Kitchen › Home Décor Products › Mirrors › Wall-Mounted Mirrors,i'm looking for a wall mounted mirror with a silver painted wooden frame. the size should be eighteen by twenty-four inches,"['wall mounted', 'wood frame']","['vegas silver', 'glass size 18x24']",1
B07SX57P6P,electronics,pc,"Lenovo Thinkentre M90 Desktop Computer - Intel Core i5 3.1GHz 8GB RAM, 1TB HDD, DVD-RW Drive, Bluetooth and WiFi, 22 Inch LCD, Keyboard, Mouse, Windows 10 Pro (Renewed)",Electronics › Computers & Accessories › Computers & Tablets › Desktops › Towers,i'm looking for desktop computer with intel core processor,['intel core'],[],1
B09PYVM1NK,fashion,women's sandals,Beach Sandals for Women Summer Gladiator Ankle Strap Lace Up Chunky High Heel Crisscross Strappy Open Toe Block Heels Sandal,"Clothing, Shoes & Jewelry › Women › Shoes › Sandals › Heeled Sandals",i am looking for a size 9.5 brown open toed heeled sandal with an ankle strip,"['open toe', 'ankle strap']","['a11-brown', '9.5-10']",1
B002XULCAM,grocery,milks & creams,"Pure Protein Strawberry Cream Protein Shake, 35g Complete Protein, Ready to Drink and Keto-Friendly, Excellent Source of Calcium, 11oz Cans, 12 Pack",Health & Household › Diet & Sports Nutrition › Sports Nutrition › Protein › Ready to Drink,i would like some keto friendly strawberry nutrition drink,['keto friendly'],['strawberry cream'],1
B08CGY86Z7,electronics,receivers & amplifiers,"Automotive DIY Cable, 1200W 4GA Car Copper Clad Aluminum Power Subwoofer Amplifier Audio Wire Cable Kit, with 60Amp Fuse Holder (Color : Color4)",Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects,i need a high power cable that is color3,['high power'],['color3'],1
B06X1FP7ZC,beauty,scrubs & body treatments,MARLOWE. No. 122 Men's Facial Scrub 6 oz | Light Daily Exfoliating Face Cleanser | Fresh Sandalwood Scent | Includes Natural Extracts,Beauty & Personal Care › Skin Care › Face › Polishes & Scrubs › Scrubs,i am looking for a green tea facial scrub,['green tea'],[],1
B07F2TFTRW,garden,bedframes,"Mainstay 14"" High Profile Foldable Steel Bed Frame, Powder-Coated Steel, Full","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Bed Frames","i am looking for easy assemble and box spring mainstay 14"" high profile foldabel steel bed frame","['easy assemble', 'box spring']",[],1
B07CF4CF27,fashion,men's polos,Men's Classic Fit Short Sleeve Striped Polo Shirt-WN-S White Navy,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","i want to find a short-sleeve, classic fit men's polo that comes in size small. see if any in white are available","['classic fit', 'short sleeve']",[],1
B09JFFKJP9,beauty,salon & spa equipment,"Professional Barber Chair, Heavy-Duty Beauty Hydraulic Reclining Salon Chair, High-Density Sponge & Covered w/PU Leather, 360 Degrees Rolling Swivel Hair Cutting Salon Equipment for Barber Women Man",Beauty & Personal Care › Salon & Spa Equipment › Professional Massage Equipment › Salon & Spa Chairs,i'm looking for a  black heavy duty barber chair,['heavy duty'],['black'],1
B003VBA33E,electronics,satellite television,Cmple Digital Coaxial Cable F-Type Male RG6 Coax Digital Audio Video with F Connector Pin Satellite Cord - 12 Feet Black,Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects › Audio Cables › Digital Coaxial Cables,"i'm looking for a gold plated coaxial cable. also, choose 3ft, white colored one","['gold plated', 'coaxial cable']","['white', '3ft']",1
B01EUZWTMW,garden,dining sets,"Giantex 6 Pack Aluminum Folding Chairs Set with Padded Seats and Carrying Handle for Desks Home Office Waiting Room Guest Reception Party Poker Stackable Conference Chairs, Black",Home & Kitchen › Furniture › Game & Recreation Room Furniture › Folding Tables & Chairs › Folding Chairs,i am looking for a folding chair with steel frame. also with space saving,"['space saving', 'steel frame']",[],1
B09GNQF1TF,garden,bedframes,"Allewie Velvet Upholstered King Size Platform Bed Frame, 13 Inch Mattress Foundation with Wood Slat Support, No Box Spring Needed, Easy Assembly, Light Pink","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Bed Frames",i am looking for a steel frame that is light pink and for a full sized bed,['steel frame'],"['light pink', 'full']",1
B07B2W2Z5Z,garden,bedroom sets,"Luxury 800 Thread Count King 100% Cotton Sheets - Ivory Sateen Weave Bed-Sheets, Better Than Egyptian Cotton, 4 Pc Solid Soft Bed Set, Fits 16"" Deep Pocket by Threadmill",Home & Kitchen › Bedding › Sheets & Pillowcases › Sheet & Pillowcase Sets,i would like a moon rock gray standard sized pillow case that long lasting,['long lasting'],"['i. moon rock grey', 'standard pillowcases']",1
B01IYB6NOS,beauty,tongue cleaners,Dentek Tongue Cleaner,Beauty & Personal Care › Oral Care › Tongue Cleaners,i am looking for a hygiene tongue cleaner for fresh breath. also choose 6 count pack,"['oral hygiene', 'fresh breath']",['6 count (pack of 1)'],1
B077L2N9CC,grocery,breads & bakery,"Quaker Baked Squares, Soft Baked Bars, Strawberry & Blueberry (20 Pack) Packaging May Vary",Grocery & Gourmet Food › Breakfast Foods,i looking for strawberry&blueberry artificial flavors in variety pack apple cinnamon &strawberry,['artificial flavors'],"['variety pack, apple cinnamon & strawberry']",1
B0773BD3L4,grocery,snack pretzels,Trader Joe's Peanut Butter Filled Pretzels - 2 Pack (1 LB each),Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Pretzels,i'm looking for 2 packs of peanut butter,['trader joe'],[],1
B07RMZ8BBP,fashion,men's shorts,Levi's Men's Slim Jean Shorts,"Clothing, Shoes & Jewelry › Men › Clothing › Shorts › Denim",i would like a pair of 36 regular cut off white bull denim shorts that are machine washable,['machine wash'],"['white bull denim - stretch', 'cut off', '36 regular']",1
B093D27QC3,grocery,toothpicks,Amosfun Happy Birthday Cake Topper Set Acrylic Bunny Rabbit Cupcake Toppers Animal Cake Fruit Picks Toothpicks Cake Decoration for Kids Birthday Baby Shower Party 10pcs,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cake Toppers",i'm looking for a birthday cake topper that i can use for a party,"['birthday party', 'birthday cake']",[],1
B09J165NX5,fashion,men's outdoor shoes,MAPOLO Christmas Holiday Coffe Men's Boys Casual Walking Shoes Sneaker Lightweight Stylish Athletic Tennis Sports Running Shoes for Outdoor Hiking Travel Driving,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Walking",i want to buy sneaker shoes which are non slop and are comfortable fit with a size of 7.5 ,"['non slip', 'comfortable fit']",['7.5'],1
